#ENERGY_EIGEN_VALUE
   -0.6118839837        1
   -0.6073457447        1
   -0.5946872433        1
   -0.5767253361        1
   -0.5579869528        1
   -0.5444541539        1
   -0.5430445721        1
   -0.5601599716        1
   -0.6731481993        1
   -0.7943436330        1
   -0.9056519097        1
    -1.005184983        1
    -1.091612863        1
    -1.164180195        1
    -1.222692197        1
    -1.267489839        1
    -1.299452284        1
    -1.320063482        1
    -1.331509979        1
    -1.336573157        1
    -1.337883984        1
    -1.336573157        1
    -1.331509979        1
    -1.320063482        1
    -1.299452284        1
    -1.267489839        1
    -1.222692197        1
    -1.164180195        1
    -1.091612863        1
    -1.005184983        1
   -0.9056519097        1
   -0.7943436330        1
   -0.6731481993        1
   -0.5601599716        1
   -0.5430445721        1
   -0.5444541539        1
   -0.5579869528        1
   -0.5767253361        1
   -0.5946872433        1
   -0.6073457447        1
   -0.6073457447        1
   -0.6030574134        1
   -0.5911923057        1
   -0.5747420912        1
   -0.5587310563        1
   -0.5506228264        1
   -0.5623382736        1
   -0.6142487770        1
   -0.7088732828        1
   -0.8160848113        1
   -0.9198760277        1
    -1.014719949        1
    -1.098080900        1
    -1.168656782        1
    -1.225928775        1
    -1.270009865        1
    -1.301609008        1
    -1.322085409        1
    -1.333533837        1
    -1.338654615        1
    -1.339997994        1
    -1.338654615        1
    -1.333533837        1
    -1.322085409        1
    -1.301609008        1
    -1.270009865        1
    -1.225928775        1
    -1.168656782        1
    -1.098080900        1
    -1.014719949        1
   -0.9198760277        1
   -0.8160848113        1
   -0.7088732828        1
   -0.6142487770        1
   -0.5623382736        1
   -0.5506228264        1
   -0.5587310563        1
   -0.5747420912        1
   -0.5911923057        1
   -0.6030574134        1
   -0.5946872433        1
   -0.5911923057        1
   -0.5818458200        1
   -0.5701705814        1
   -0.5625230848        1
   -0.5690531748        1
   -0.6029154477        1
   -0.6693926915        1
   -0.7570678319        1
   -0.8518534427        1
   -0.9452025435        1
    -1.032313870        1
    -1.110285002        1
    -1.177336441        1
    -1.232503707        1
    -1.275513203        1
    -1.306760329        1
    -1.327364213        1
    -1.339216688        1
    -1.344778961        1
    -1.346317942        1
    -1.344778961        1
    -1.339216688        1
    -1.327364213        1
    -1.306760329        1
    -1.275513203        1
    -1.232503707        1
    -1.177336441        1
    -1.110285002        1
    -1.032313870        1
   -0.9452025435        1
   -0.8518534427        1
   -0.7570678319        1
   -0.6693926915        1
   -0.6029154477        1
   -0.5690531748        1
   -0.5625230848        1
   -0.5701705814        1
   -0.5818458200        1
   -0.5911923057        1
   -0.5767253361        1
   -0.5747420912        1
   -0.5701705814        1
   -0.5673113661        1
   -0.5736184887        1
   -0.5982716915        1
   -0.6463172643        1
   -0.7140977855        1
   -0.7938966306        1
   -0.8789103244        1
   -0.9639346007        1
    -1.044969290        1
    -1.118991378        1
    -1.183842275        1
    -1.238151530        1
