#fermi_velocity
#Energy=     0.000000000    
#size=    100    100
#data: dkx, dky, Vfx, Vfy, dl, iband, ispin
#Beginning
 -0.49500000 -0.38735628 -0.02100316 -0.28062170  0.01002674    3    1
 -0.49500000 -0.10377520  0.01710678 -0.34593076  0.01001179    4    1
 -0.49500000  0.10377520  0.01710678  0.34593076  0.01001179    4    1
 -0.49500000  0.38735628 -0.02100316  0.28062170  0.01002674    3    1
 -0.48500000 -0.38879643 -0.06234323 -0.27991709  0.01022819    3    1
 -0.48500000 -0.10281636  0.05108203 -0.34642714  0.01010202    4    1
 -0.48500000  0.10281636  0.05108203  0.34642714  0.01010202    4    1
 -0.48500000  0.38879643 -0.06234323  0.27991709  0.01022819    3    1
 -0.47481626 -0.39181422 -0.10237188 -0.27805875  0.01029325    3    1
 -0.47981626 -0.38993533 -0.08318622 -0.27967255  0.00038958    3    1
 -0.47547347 -0.10105017  0.08291568 -0.34757965  0.00929352    4    1
 -0.47047347 -0.09987999  0.09950306 -0.34884763  0.00097688    4    1
 -0.47047347  0.09987999  0.09950306  0.34884763  0.00097688    4    1
 -0.47547347  0.10105017  0.08291568  0.34757965  0.00929352    4    1
 -0.47981626  0.38993533 -0.08318622  0.27967255  0.00038958    3    1
 -0.47481626  0.39181422 -0.10237188  0.27805875  0.01029325    3    1
 -0.46500000 -0.39610653 -0.13788508 -0.27500801  0.01116081    3    1
 -0.46500000 -0.09802604  0.11706914 -0.34921671  0.01058424    4    1
 -0.46500000  0.09802604  0.11706914  0.34921671  0.01058424    4    1
 -0.46500000  0.39610653 -0.13788508  0.27500801  0.01116081    3    1
 -0.45383629 -0.40247302 -0.17371465 -0.26972305  0.00912862    3    1
 -0.45883629 -0.39929231 -0.15847092 -0.27276352  0.00272400    3    1
 -0.45500000 -0.09419029  0.14940810 -0.35177933  0.01084761    4    1
 -0.45500000  0.09419029  0.14940810  0.35177933  0.01084761    4    1
 -0.45883629  0.39929231 -0.15847092  0.27276352  0.00272400    3    1
 -0.45383629  0.40247302 -0.17371465  0.26972305  0.00912862    3    1
 -0.44155840 -0.41121651 -0.20684705 -0.26061771  0.00395398    3    1
 -0.44655840 -0.40747302 -0.19412295 -0.26473816  0.00853939    3    1
 -0.44793514 -0.09104423  0.17304198 -0.35469778  0.00462778    4    1
 -0.44293514 -0.08846485  0.19039077 -0.35684289  0.00662471    4    1
 -0.44293514  0.08846485  0.19039077  0.35684289  0.00662471    4    1
 -0.44793514  0.09104423  0.17304198  0.35469778  0.00462778    4    1
 -0.44655840  0.40747302 -0.19412295  0.26473816  0.00853939    3    1
 -0.44155840  0.41121651 -0.20684705  0.26061771  0.00395398    3    1
 -0.43061262 -0.42056547 -0.23069945 -0.24804230  0.00166740    3    1
 -0.43561262 -0.41621651 -0.22029721 -0.25409846  0.01158688    3    1
 -0.43500000 -0.08390118  0.22047698 -0.36083759  0.01169136    4    1
 -0.43500000  0.08390118  0.22047698  0.36083759  0.01169136    4    1
 -0.43561262  0.41621651 -0.22029721  0.25409846  0.01158688    3    1
 -0.43061262  0.42056547 -0.23069945  0.24804230  0.00166740    3    1
