### unitcell=Fe-Fe
###  orbital 1:  3z^2-r^2  2:  zx  3:  yz  4:  x^2-y^2  5:  xy
### omega, majority-spin (mu=1-5), minority-spin (mu=1-5), total
    -2.500000000        0.1984755854E-02    0.2179120690E-02    0.1972383589E-02    0.4421116204E-02    0.1362092040E-02    0.1343918927E-20    0.3014259351E-21    0.2009891113E-21    0.5187959217E-20     0.000000000        0.5959734189E-02
    -2.487500000        0.2013226793E-02    0.2216281647E-02    0.2004141710E-02    0.4541369089E-02    0.1377955045E-02    0.1368907603E-20    0.3010150055E-21    0.2000983814E-21    0.5367005371E-20     0.000000000        0.6076487142E-02
    -2.475000000        0.2042367012E-02    0.2254545686E-02    0.2036798806E-02    0.4667216950E-02    0.1394119090E-02    0.1394603672E-20    0.3005104022E-21    0.1990143476E-21    0.5555099059E-20     0.000000000        0.6197523772E-02
    -2.462500000        0.2072199471E-02    0.2293962371E-02    0.2070393901E-02    0.4799038691E-02    0.1410592471E-02    0.1421033602E-20    0.2999067432E-21    0.1977202959E-21    0.5752853073E-20     0.000000000        0.6323093453E-02
    -2.450000000        0.2102748215E-02    0.2334584379E-02    0.2104968413E-02    0.4937247484E-02    0.1427383795E-02    0.1448225050E-20    0.2991981404E-21    0.1961979207E-21    0.5960932389E-20     0.000000000        0.6453466143E-02
    -2.437500000        0.2134038437E-02    0.2376467756E-02    0.2140566346E-02    0.5082294695E-02    0.1444501997E-02    0.1476206916E-20    0.2983781089E-21    0.1944271424E-21    0.6180059478E-20     0.000000000        0.6588934616E-02
    -2.425000000        0.2166096560E-02    0.2419672207E-02    0.2177234512E-02    0.5234674354E-02    0.1461956357E-02    0.1505009407E-20    0.2974394571E-21    0.1923858999E-21    0.6411020228E-20     0.000000000        0.6729816995E-02
    -2.412500000        0.2198950309E-02    0.2464261413E-02    0.2215022766E-02    0.5394928279E-02    0.1479756515E-02    0.1534664090E-20    0.2963741501E-21    0.1900499134E-21    0.6654670560E-20     0.000000000        0.6876459641E-02
    -2.400000000        0.2232628801E-02    0.2510303385E-02    0.2253984274E-02    0.5563651935E-02    0.1497912491E-02    0.1565203961E-20    0.2951731416E-21    0.1873924134E-21    0.6911943816E-20     0.000000000        0.7029240443E-02
    -2.387500000        0.2267162641E-02    0.2557870860E-02    0.2294175811E-02    0.5741501185E-02    0.1516434706E-02    0.1596663506E-20    0.2938261668E-21    0.1843838288E-21    0.7183859026E-20     0.000000000        0.7188572602E-02
    -2.375000000        0.2302584022E-02    0.2607041741E-02    0.2335658091E-02    0.5929200079E-02    0.1535334000E-02    0.1629078761E-20    0.2923214841E-21    0.1809914290E-21    0.7471530130E-20     0.000000000        0.7354908966E-02
    -2.362500000        0.2338926836E-02    0.2657899590E-02    0.2378496135E-02    0.6127549870E-02    0.1554621659E-02    0.1662487383E-20    0.2906455552E-21    0.1771789089E-21    0.7776176308E-20     0.000000000        0.7528747045E-02
    -2.350000000        0.2376226801E-02    0.2710534184E-02    0.2422759689E-02    0.6337439501E-02    0.1574309435E-02    0.1696928710E-20    0.2887826455E-21    0.1729059089E-21    0.8099133492E-20     0.000000000        0.7710634805E-02
    -2.337500000        0.2414521590E-02    0.2765042144E-02    0.2468523691E-02    0.6559857833E-02    0.1594409573E-02    0.1732443825E-20    0.2867143251E-21    0.1681274557E-21    0.8441867231E-20     0.000000000        0.7901177416E-02
    -2.325000000        0.2453850984E-02    0.2821527639E-02    0.2515868797E-02    0.6795907973E-02    0.1614934839E-02    0.1769075613E-20    0.2844188427E-21    0.1627933100E-21    0.8805986992E-20     0.000000000        0.8101045117E-02
    -2.312500000        0.2494257031E-02    0.2880103195E-02    0.2564881982E-02    0.7046824130E-02    0.1635898551E-02    0.1806868819E-20    0.2818703384E-21    0.1568472009E-21    0.9193262047E-20     0.000000000        0.8310982444E-02
    -2.300000000        0.2535784227E-02    0.2940890606E-02    0.2615657214E-02    0.7313991529E-02    0.1657314607E-02    0.1845870095E-20    0.2790378510E-21    0.1502259253E-21    0.9605639019E-20     0.000000000        0.8531819092E-02
    -2.287500000        0.2578479716E-02    0.3004021988E-02    0.2668296238E-02    0.7598970058E-02    0.1679197525E-02    0.1886128036E-20    0.2758840606E-21    0.1428582826E-21    0.1004526115E-19     0.000000000        0.8764482762E-02
    -2.275000000        0.2622393509E-02    0.3069640978E-02    0.2722909458E-02    0.7903522478E-02    0.1701562472E-02    0.1927693211E-20    0.2723636916E-21    0.1346638099E-21    0.1051448929E-19     0.000000000        0.9010014447E-02
    -2.262500000        0.2667578735E-02    0.3137904125E-02    0.2779616962E-02    0.8229648262E-02    0.1724425311E-02    0.1970618173E-20    0.2684214760E-21    0.1255512717E-21    0.1101592436E-19     0.000000000        0.9269586698E-02
    -2.250000000        0.2714091917E-02    0.3208982504E-02    0.2838549709E-02    0.8579624410E-02    0.1747802639E-02    0.2014957437E-20    0.2639895455E-21    0.1154168495E-21    0.1155243107E-19     0.000000000        0.9544525589E-02
    -2.237500000        0.2761993279E-02    0.3283063584E-02    0.2899850897E-02    0.8956054977E-02    0.1771711836E-02    0.2060767450E-20    0.2589840758E-21    0.1041419580E-21    0.1212716208E-19     0.000000000        0.9836337286E-02
    -2.225000000        0.2811347102E-02    0.3360353437E-02    0.2963677574E-02    0.9361931553E-02    0.1796171114E-02    0.2108106500E-20    0.2533009517E-21    0.9159059665E-22    0.1274358140E-19     0.000000000        0.1014674039E-01
    -2.212500000        0.2862222121E-02    0.3441079320E-02    0.3030202521E-02    0.9800707628E-02    0.1821199569E-02    0.2157034593E-20    0.2468101345E-21    0.7760611972E-22    0.1340548498E-19     0.000000000        0.1047770558E-01
