   0.000   0.000  -0.570  -0.030  -0.956  -0.019
   0.000   0.000  -0.570  -0.020  -0.956  -0.013
   0.000   0.000  -0.570  -0.010  -0.956  -0.006
   0.000   0.000  -0.570   0.000  -0.956   0.000
   0.000   0.000  -0.570   0.010  -0.956   0.006
   0.000   0.000  -0.570   0.020  -0.956   0.013
   0.000   0.000  -0.570   0.030  -0.956   0.019
   0.000   0.000  -0.560  -0.090  -0.939  -0.058
   0.000   0.000  -0.560  -0.080  -0.939  -0.052
   0.000   0.000  -0.560  -0.070  -0.939  -0.045
   0.000   0.000  -0.560  -0.060  -0.939  -0.039
   0.000   0.000  -0.560  -0.050  -0.939  -0.032
   0.000   0.000  -0.560  -0.040  -0.939  -0.026
   0.000   0.000  -0.560  -0.030  -0.939  -0.019
   0.000   0.000  -0.560  -0.020  -0.939  -0.013
   0.000   0.000  -0.560  -0.010  -0.939  -0.006
   0.000   0.000  -0.560   0.000  -0.939   0.000
   0.000   0.000  -0.560   0.010  -0.939   0.006
   0.000   0.000  -0.560   0.020  -0.939   0.013
   0.000   0.000  -0.560   0.030  -0.939   0.019
   0.000   0.000  -0.560   0.040  -0.939   0.026
   0.000   0.000  -0.560   0.050  -0.939   0.032
   0.000   0.000  -0.560   0.060  -0.939   0.039
   0.000   0.000  -0.560   0.070  -0.939   0.045
   0.000   0.000  -0.560   0.080  -0.939   0.052
   0.000   0.000  -0.560   0.090  -0.939   0.058
   0.000   0.000  -0.550  -0.160  -0.922  -0.104
   0.000   0.000  -0.550  -0.150  -0.922  -0.097
   0.000   0.000  -0.550  -0.140  -0.922  -0.091
   0.000   0.000  -0.550  -0.130  -0.922  -0.084
   0.000   0.000  -0.550  -0.120  -0.922  -0.078
   0.000   0.000  -0.550  -0.110  -0.922  -0.071
   0.000   0.000  -0.550  -0.100  -0.922  -0.065
   0.000   0.000  -0.550  -0.090  -0.922  -0.058
   0.000   0.000  -0.550  -0.080  -0.922  -0.052
   0.000   0.000  -0.550  -0.070  -0.922  -0.045
   0.000   0.000  -0.550  -0.060  -0.922  -0.039
   0.000   0.000  -0.550  -0.050  -0.922  -0.032
   0.000   0.000  -0.550  -0.040  -0.922  -0.026
   0.000   0.000  -0.550  -0.030  -0.922  -0.019
   0.000   0.000  -0.550  -0.020  -0.922  -0.013
