    1  -0.839  -0.324  -0.320
    2  -0.839  -0.324  -0.320
    3  -0.839  -0.324  -0.320
    4  -0.839  -0.324  -0.320
    5  -0.839  -0.324  -0.320
    6  -0.839  -0.324  -0.320
    7  -0.839  -0.324  -0.320
    8  -0.839  -0.324  -0.320
    9  -0.839  -0.324  -0.320
   10  -0.839  -0.162  -0.160
   11  -0.839  -0.162  -0.160
   12  -0.839  -0.162  -0.160
   13  -0.839  -0.162  -0.160
   14  -0.839  -0.162  -0.160
   15  -0.839  -0.162  -0.160
   16  -0.839  -0.162  -0.160
   17  -0.839  -0.162  -0.160
   18  -0.839  -0.162  -0.160
   19  -0.839   0.000   0.000
   20  -0.839   0.000   0.000
   21  -0.839   0.000   0.000
   22  -0.839   0.000   0.000
   23  -0.839   0.000   0.000
   24  -0.839   0.000   0.000
   25  -0.839   0.000   0.000
   26  -0.839   0.000   0.000
   27  -0.839   0.000   0.000
   28  -0.839   0.162   0.160
   29  -0.839   0.162   0.160
   30  -0.839   0.162   0.160
   31  -0.839   0.162   0.160
   32  -0.839   0.162   0.160
   33  -0.839   0.162   0.160
   34  -0.839   0.162   0.160
   35  -0.839   0.162   0.160
   36  -0.839   0.162   0.160
   37  -0.839   0.324   0.320
   38  -0.839   0.324   0.320
   39  -0.839   0.324   0.320
   40  -0.839   0.324   0.320
   41  -0.839   0.324   0.320
   42  -0.839   0.324   0.320
   43  -0.839   0.324   0.320
   44  -0.839   0.324   0.320
   45  -0.839   0.324   0.320
   46  -0.629  -0.648  -0.640
   47  -0.629  -0.648  -0.640
   48  -0.629  -0.648  -0.640
   49  -0.629  -0.648  -0.640
   50  -0.629  -0.648  -0.640
   51  -0.629  -0.648  -0.640
   52  -0.629  -0.648  -0.640
   53  -0.629  -0.648  -0.640
   54  -0.629  -0.648  -0.640
   55  -0.629  -0.486  -0.480
   56  -0.629  -0.486  -0.480
   57  -0.629  -0.486  -0.480
   58  -0.629  -0.486  -0.480
   59  -0.629  -0.486  -0.480
   60  -0.629  -0.486  -0.480
   61  -0.629  -0.486  -0.480
   62  -0.629  -0.486  -0.480
   63  -0.629  -0.486  -0.480
   64  -0.629  -0.324  -0.320
   65  -0.629  -0.324  -0.320
   66  -0.629  -0.324  -0.320
   67  -0.629  -0.324  -0.320
   68  -0.629  -0.324  -0.320
   69  -0.629  -0.324  -0.320
   70  -0.629  -0.324  -0.320
   71  -0.629  -0.324  -0.320
   72  -0.629  -0.324  -0.320
   73  -0.629  -0.162  -0.160
   74  -0.629  -0.162  -0.160
   75  -0.629  -0.162  -0.160
   76  -0.629  -0.162  -0.160
   77  -0.629  -0.162  -0.160
   78  -0.629  -0.162  -0.160
   79  -0.629  -0.162  -0.160
   80  -0.629  -0.162  -0.160
   81  -0.629  -0.162  -0.160
   82  -0.629   0.000   0.000
   83  -0.629   0.000   0.000
   84  -0.629   0.000   0.000
   85  -0.629   0.000   0.000
   86  -0.629   0.000   0.000
   87  -0.629   0.000   0.000
   88  -0.629   0.000   0.000
   89  -0.629   0.000   0.000
   90  -0.629   0.000   0.000
   91  -0.629   0.162   0.160
   92  -0.629   0.162   0.160
   93  -0.629   0.162   0.160
   94  -0.629   0.162   0.160
   95  -0.629   0.162   0.160
   96  -0.629   0.162   0.160
   97  -0.629   0.162   0.160
   98  -0.629   0.162   0.160
   99  -0.629   0.162   0.160
  100  -0.629   0.324   0.320
  101  -0.629   0.324   0.320
  102  -0.629   0.324   0.320
  103  -0.629   0.324   0.320
  104  -0.629   0.324   0.320
  105  -0.629   0.324   0.320
  106  -0.629   0.324   0.320
  107  -0.629   0.324   0.320
  108  -0.629   0.324   0.320
  109  -0.629   0.486   0.480
  110  -0.629   0.486   0.480
  111  -0.629   0.486   0.480
  112  -0.629   0.486   0.480
  113  -0.629   0.486   0.480
  114  -0.629   0.486   0.480
  115  -0.629   0.486   0.480
  116  -0.629   0.486   0.480
  117  -0.629   0.486   0.480
  118  -0.629   0.648   0.640
  119  -0.629   0.648   0.640
  120  -0.629   0.648   0.640
  121  -0.629   0.648   0.640
  122  -0.629   0.648   0.640
  123  -0.629   0.648   0.640
  124  -0.629   0.648   0.640
  125  -0.629   0.648   0.640
  126  -0.629   0.648   0.640
  127  -0.419  -0.648  -0.640
  128  -0.419  -0.648  -0.640
  129  -0.419  -0.648  -0.640
  130  -0.419  -0.648  -0.640
  131  -0.419  -0.648  -0.640
  132  -0.419  -0.648  -0.640
  133  -0.419  -0.648  -0.640
  134  -0.419  -0.648  -0.640
  135  -0.419  -0.648  -0.640
  136  -0.419  -0.486  -0.480
  137  -0.419  -0.486  -0.480
  138  -0.419  -0.486  -0.480
  139  -0.419  -0.486  -0.480
  140  -0.419  -0.486  -0.480
  141  -0.419  -0.486  -0.480
  142  -0.419  -0.486  -0.480
  143  -0.419  -0.486  -0.480
  144  -0.419  -0.486  -0.480
  145  -0.419  -0.324  -0.320
  146  -0.419  -0.324  -0.320
  147  -0.419  -0.324  -0.320
  148  -0.419  -0.324  -0.320
  149  -0.419  -0.324  -0.320
  150  -0.419  -0.324  -0.320
  151  -0.419  -0.324  -0.320
  152  -0.419  -0.324  -0.320
  153  -0.419  -0.324  -0.320
  154  -0.419  -0.162  -0.160
  155  -0.419  -0.162  -0.160
  156  -0.419  -0.162  -0.160
  157  -0.419  -0.162  -0.160
  158  -0.419  -0.162  -0.160
  159  -0.419  -0.162  -0.160
  160  -0.419  -0.162  -0.160
  161  -0.419  -0.162  -0.160
  162  -0.419  -0.162  -0.160
  163  -0.419   0.000   0.000
  164  -0.419   0.000   0.000
  165  -0.419   0.000   0.000
  166  -0.419   0.000   0.000
  167  -0.419   0.000   0.000
  168  -0.419   0.000   0.000
  169  -0.419   0.000   0.000
  170  -0.419   0.000   0.000
  171  -0.419   0.000   0.000
  172  -0.419   0.162   0.160
  173  -0.419   0.162   0.160
  174  -0.419   0.162   0.160
  175  -0.419   0.162   0.160
  176  -0.419   0.162   0.160
  177  -0.419   0.162   0.160
  178  -0.419   0.162   0.160
  179  -0.419   0.162   0.160
  180  -0.419   0.162   0.160
  181  -0.419   0.324   0.320
  182  -0.419   0.324   0.320
  183  -0.419   0.324   0.320
  184  -0.419   0.324   0.320
  185  -0.419   0.324   0.320
  186  -0.419   0.324   0.320
  187  -0.419   0.324   0.320
  188  -0.419   0.324   0.320
  189  -0.419   0.324   0.320
  190  -0.419   0.486   0.480
  191  -0.419   0.486   0.480
  192  -0.419   0.486   0.480
  193  -0.419   0.486   0.480
  194  -0.419   0.486   0.480
  195  -0.419   0.486   0.480
  196  -0.419   0.486   0.480
  197  -0.419   0.486   0.480
  198  -0.419   0.486   0.480
  199  -0.419   0.648   0.640
  200  -0.419   0.648   0.640
  201  -0.419   0.648   0.640
  202  -0.419   0.648   0.640
  203  -0.419   0.648   0.640
  204  -0.419   0.648   0.640
  205  -0.419   0.648   0.640
  206  -0.419   0.648   0.640
  207  -0.419   0.648   0.640
  208  -0.210  -0.648  -0.640
  209  -0.210  -0.648  -0.640
  210  -0.210  -0.648  -0.640
